station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
1R7,2011-04-25 11:15,-90.4093,31.6058,149.00,71.60,69.80,94.06,150.00,5.00,null,29.98,null,5.00,null,OVC,   ,   ,   ,800.00,null,null,null,BR,null,null,null,null,null,null,72.88,K1R7 251115Z AUTO 15005KT 5SM BR OVC008 22/21 A2998 RMK AO2,null
BIX,2011-04-25 11:17,-88.9244,30.4104,10.00,75.20,71.60,88.59,170.00,9.00,null,29.97,1014.90,10.00,null,SCT,SCT,   ,   ,1500.00,2100.00,null,null,null,null,null,null,null,null,null,76.58,KBIX 251117Z AUTO 17009KT 10SM SCT015 SCT021 24/22 A2997 RMK AO2 SLP149,null
BIX,2011-04-25 11:19,-88.9244,30.4104,10.00,75.20,71.60,88.59,160.00,7.00,null,29.97,1014.90,10.00,null,SCT,BKN,   ,   ,1400.00,2100.00,null,null,null,null,null,null,null,null,null,76.58,KBIX 251119Z AUTO 16007KT 10SM SCT014 BKN021 24/22 A2997 RMK AO2 BKN V SCT SLP149,null
JAN,2011-04-25 11:22,-90.0800,32.3200,101.00,71.60,68.00,88.43,170.00,3.00,null,29.97,null,10.00,null,SCT,SCT,OVC,   ,2100.00,2800.00,10000.00,null,null,null,null,null,null,null,null,72.62,KJAN 251122Z 17003KT 10SM SCT021 SCT028 OVC100 22/20 A2997 RMK AO2,null
BIX,2011-04-25 11:23,-88.9244,30.4104,10.00,75.20,71.60,88.59,160.00,6.00,null,29.97,1014.90,10.00,null,SCT,   ,   ,   ,1300.00,null,null,null,null,null,null,null,null,null,null,76.58,KBIX 251123Z AUTO 16006KT 10SM SCT013 24/22 A2997 RMK AO2 SLP149,null
BIX,2011-04-25 11:27,-88.9244,30.4104,10.00,75.20,71.60,88.59,150.00,9.00,null,29.97,1014.90,10.00,null,SCT,BKN,   ,   ,1300.00,2100.00,null,null,null,null,null,null,null,null,null,76.58,KBIX 251127Z AUTO 15009KT 10SM SCT013 BKN021 24/22 A2997 RMK AO2 BKN V SCT SLP149,null
BIX,2011-04-25 11:29,-88.9244,30.4104,10.00,75.20,71.60,88.59,160.00,7.00,null,29.97,1015.00,10.00,null,SCT,SCT,   ,   ,1400.00,2100.00,null,null,null,null,null,null,null,null,null,76.58,KBIX 251129Z AUTO 16007KT 10SM SCT014 SCT021 24/22 A2997 RMK AO2 SLP150,null
PIB,2011-04-25 11:35,-89.3371,31.4671,91.00,71.60,64.40,78.04,170.00,5.00,null,30.00,null,7.00,null,BKN,OVC,   ,   ,1200.00,1900.00,null,null,null,null,null,null,null,null,null,71.60,KPIB 251135Z AUTO 17005KT 7SM BKN012 OVC019 22/18 A3000 RMK AO1,null
DLP,2011-04-25 11:35,-89.5472,29.1214,0.00,77.00,73.40,88.67,150.00,8.00,null,29.94,null,6.00,null,CLR,   ,   ,   ,null,null,null,null,BR,null,null,null,null,null,null,78.57,KDLP 251135Z AUTO 15008KT 110V180 6SM BR CLR 25/23 A2994 RMK A01,null
HEZ,2011-04-25 11:35,-91.2973,31.6137,83.00,71.60,66.20,83.09,150.00,7.00,null,29.93,null,9.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,71.60,KHEZ 251135Z AUTO 15007KT 9SM CLR 22/19 A2993 RMK AO1,null
MIS,2011-04-25 11:35,-88.8420,29.2960,32.00,82.40,73.40,74.28,210.00,10.00,null,29.96,null,2.50,null,SCT,SCT,   ,   ,1600.00,2300.00,null,null,HZ,null,null,null,null,null,null,88.26,KMIS 251135Z AUTO 21010KT 2 1/2SM HZ SCT016 SCT023 28/23 A2996 RMK A01,null
1R7,2011-04-25 11:35,-90.4093,31.6058,149.00,71.60,69.80,94.06,150.00,7.00,null,29.98,null,4.00,null,OVC,   ,   ,   ,800.00,null,null,null,BR,null,null,null,null,null,null,72.88,K1R7 251135Z AUTO 15007KT 4SM BR OVC008 22/21 A2998 RMK AO2,null
M16,2011-04-25 11:35,-90.4105,32.3045,75.30,69.80,68.00,94.01,120.00,4.00,null,29.95,null,7.00,null,FEW,SCT,   ,   ,1400.00,9500.00,null,null,null,null,null,null,null,null,null,69.80,KM16 251135Z AUTO 12004KT 7SM FEW014 SCT095 21/20 A2995 RMK AO2,null
UTA,2011-04-25 11:35,-90.3467,34.6811,59.00,62.60,60.80,93.83,140.00,4.00,0.01,29.90,null,10.00,null,SCT,BKN,BKN,   ,700.00,7000.00,8500.00,null,null,null,null,null,null,null,null,62.60,KUTA 251135Z AUTO 14004KT 10SM SCT007 BKN070 BKN085 17/16 A2990 RMK AO2 P0001 LTG DSNT NE AND E,null
CRX,2011-04-25 11:35,-88.6035,34.9150,129.00,68.00,64.40,88.26,190.00,10.00,null,29.93,null,10.00,null,FEW,SCT,BKN,   ,5000.00,6500.00,9000.00,null,null,null,null,null,null,null,null,68.00,KCRX 251135Z AUTO 19010KT 10SM FEW050 SCT065 BKN090 20/18 A2993 RMK AO2 LTG DSNT W AND NW,null
MYT,2011-04-25 11:35,-89.6150,28.2206,0.00,77.00,73.40,88.67,170.00,11.00,null,29.93,null,1.75,16.00,SCT,BKN,BKN,   ,1800.00,2300.00,2800.00,null,HZ,null,null,null,null,null,null,78.57,KMYT 251135Z AUTO 17011G16KT 1 3/4SM HZ SCT018 BKN023 BKN028 25/23 A2993 RMK A01,null
UOX,2011-04-25 11:35,-89.5368,34.3843,137.80,66.20,60.80,82.74,320.00,7.00,null,29.95,null,9.00,null,SCT,BKN,BKN,   ,1200.00,1600.00,2200.00,null,null,null,null,null,null,null,null,66.20,KUOX 251135Z AUTO 32007KT 9SM SCT012 BKN016 BKN022 19/16 A2995 RMK AO2 LTG DSNT N AND NE,null
GPT,2011-04-25 11:38,-89.0701,30.4073,9.00,75.20,69.80,83.32,150.00,9.00,null,29.97,null,10.00,null,FEW,BKN,   ,   ,1700.00,3600.00,null,null,null,null,null,null,null,null,null,76.34,KGPT 251138Z 15009KT 10SM FEW017 BKN036 24/21 A2997 RMK AO2,null
JAN,2011-04-25 11:39,-90.0800,32.3200,101.00,71.60,68.00,88.43,0.00,3.00,null,29.97,null,10.00,null,BKN,OVC,   ,   ,2300.00,10000.00,null,null,null,null,null,null,null,null,null,72.62,KJAN 251139Z VRB03KT 10SM BKN023 OVC100 22/20 A2997 RMK AO2,null
NMM,2011-04-25 11:47,-88.5556,32.5521,97.00,66.20,64.40,93.92,null,null,null,30.00,null,3.00,null,SCT,   ,   ,   ,700.00,null,null,null,BR,null,null,null,null,null,null,66.20,KNMM 251147Z AUTO 00000KT 3SM BR SCT007 19/18 A3000 RMK AO2,null
OLV,2011-04-25 11:50,-89.7869,34.9787,122.50,60.80,60.80,100.00,170.00,7.00,null,29.90,null,5.00,null,BKN,OVC,   ,   ,800.00,5500.00,null,null,BR,null,null,null,null,null,null,60.80,KOLV 251150Z 17007KT 5SM BR BKN008 OVC055 16/16 A2990,null
HBG,2011-04-25 11:53,-89.2529,31.2649,46.00,71.00,68.00,90.06,130.00,4.00,null,29.99,1015.10,7.00,null,BKN,OVC,   ,   ,600.00,900.00,null,null,null,null,null,null,null,null,null,72.10,KHBG 251153Z AUTO 13004KT 7SM BKN006 OVC009 22/20 A2999 RMK AO2 CIG 004V007 SLP151 T02170200 10228 20217 53006 TSNO,null
HKS,2011-04-25 11:53,-90.2225,32.3348,104.00,71.00,68.00,90.06,150.00,6.00,null,29.96,1013.80,8.00,null,BKN,   ,   ,   ,10000.00,null,null,null,null,null,null,null,null,null,null,72.10,KHKS 251153Z 15006KT 8SM BKN100 22/20 A2996 RMK AO2 SLP138 T02170200 10222 20211 50004,null
MCB,2011-04-25 11:53,-90.4700,31.1800,126.00,69.00,69.00,100.00,160.00,4.00,null,29.97,1014.30,3.00,null,OVC,   ,   ,   ,400.00,null,null,null,BR,null,null,null,null,null,null,69.08,KMCB 251153Z AUTO 16004KT 3SM BR OVC004 21/21 A2997 RMK AO2 CIG 002V007 SLP143 T02060206 10206 20206 53010,null
TUP,2011-04-25 11:53,-88.7711,34.2608,110.00,68.00,65.00,89.94,220.00,6.00,null,29.95,1013.70,6.00,null,BKN,   ,   ,   ,11000.00,null,null,null,BR,null,null,null,null,null,null,68.00,KTUP 251153Z 22006KT 6SM BR BKN110 20/18 A2995 RMK AO2 SLP137 T02000183 10217 20194 53003,null
GPT,2011-04-25 11:53,-89.0701,30.4073,9.00,76.00,70.00,81.85,150.00,11.00,null,29.98,1015.00,10.00,null,FEW,BKN,BKN,   ,1700.00,2600.00,3600.00,null,null,null,null,null,null,null,null,77.06,KGPT 251153Z 15011KT 10SM FEW017 BKN026 BKN036 24/21 A2998 RMK AO2 SLP150 T02440211 10244 20239 53008,null
GWO,2011-04-25 11:53,-90.0847,33.4943,47.00,70.00,67.00,90.02,180.00,9.00,null,29.91,1012.70,6.00,null,FEW,   ,   ,   ,10000.00,null,null,null,BR,null,null,null,null,null,null,69.98,KGWO 251153Z AUTO 18009KT 6SM BR FEW100 21/19 A2991 RMK AO2 SLP127 T02110194 10222 20211 56007,null
GLH,2011-04-25 11:53,-90.9856,33.4829,40.00,70.00,67.00,90.02,170.00,11.00,null,29.87,1011.90,9.00,null,BKN,   ,   ,   ,10000.00,null,null,null,null,null,null,null,null,null,null,69.98,KGLH 251153Z 17011KT 9SM BKN100 21/19 A2987 RMK AO2 SLP119 60000 T02110194 10228 20211 56010,null
PQL,2011-04-25 11:53,-88.5319,30.4636,5.00,67.00,67.00,100.00,null,null,null,29.99,1015.50,7.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,66.92,KPQL 251153Z 00000KT 7SM CLR 19/19 A2999 RMK AO2 SLP155 T01940194 10228 20183 53006,null
JAN,2011-04-25 11:54,-90.0800,32.3200,101.00,71.00,68.00,90.06,160.00,7.00,null,29.96,1014.10,10.00,null,BKN,OVC,   ,   ,2300.00,10000.00,null,null,null,null,null,null,null,null,null,72.10,KJAN 251154Z 16007KT 10SM BKN023 OVC100 22/20 A2996 RMK AO2 SLP141 T02170200 10222 20217 50003,null
CKM,2011-04-25 11:55,-90.5123,34.2997,52.70,64.40,62.60,93.88,100.00,4.00,null,29.90,null,10.00,null,BKN,OVC,   ,   ,2300.00,2900.00,null,null,null,null,null,null,null,null,null,64.40,KCKM 251155Z AUTO 10004KT 10SM BKN023 OVC029 18/17 A2990 RMK AO1,null
BIX,2011-04-25 11:55,-88.9244,30.4104,10.00,75.56,71.60,87.53,150.00,9.00,null,29.98,1015.40,10.00,null,FEW,   ,   ,   ,1400.00,null,null,null,null,null,null,null,null,null,null,76.93,KBIX 251155Z AUTO 15009KT 10SM FEW014 24/22 A2998 RMK AO2 SLP154 T02420220 10245 20239 53007,null
MIS,2011-04-25 11:55,-88.8420,29.2960,32.00,82.40,73.40,74.28,220.00,7.00,null,29.97,null,2.50,12.00,SCT,SCT,   ,   ,1400.00,2300.00,null,null,HZ,null,null,null,null,null,null,88.26,KMIS 251155Z AUTO 22007G12KT 190V320 2 1/2SM HZ SCT014 SCT023 28/23 A2997 RMK A01,null
UTA,2011-04-25 11:55,-90.3467,34.6811,59.00,62.60,60.80,93.83,160.00,4.00,0.01,29.90,null,10.00,null,SCT,BKN,BKN,   ,500.00,6000.00,7000.00,null,null,null,null,null,null,null,null,62.60,KUTA 251155Z AUTO 16004KT 10SM SCT005 BKN060 BKN070 17/16 A2990 RMK AO2 P0001 LTG DSNT E,null
1R7,2011-04-25 11:55,-90.4093,31.6058,149.00,71.60,69.80,94.06,150.00,6.00,null,29.98,null,4.00,null,OVC,   ,   ,   ,800.00,null,null,null,BR,null,null,null,null,null,null,72.88,K1R7 251155Z AUTO 15006KT 4SM BR OVC008 22/21 A2998 RMK AO2,null
M16,2011-04-25 11:55,-90.4105,32.3045,75.30,69.80,68.00,94.01,120.00,4.00,null,29.95,null,5.00,null,SCT,   ,   ,   ,9500.00,null,null,null,BR,null,null,null,null,null,null,69.80,KM16 251155Z AUTO 12004KT 5SM BR SCT095 21/20 A2995 RMK AO2,null
CRX,2011-04-25 11:55,-88.6035,34.9150,129.00,68.00,64.40,88.26,200.00,8.00,null,29.94,null,10.00,null,FEW,SCT,BKN,   ,5000.00,7000.00,9000.00,null,VCTS,null,null,null,null,null,null,68.00,KCRX 251155Z AUTO 20008KT 10SM VCTS FEW050 SCT070 BKN090 20/18 A2994 RMK AO2 LTG DSNT W-NE,null
GTR,2011-04-25 11:55,-88.5914,33.4503,80.00,66.20,64.40,93.92,150.00,8.00,null,29.99,null,5.00,null,OVC,   ,   ,   ,1300.00,null,null,null,BR,null,null,null,null,null,null,66.20,KGTR 251155Z 15008KT 5SM BR OVC013 19/18 A2999,null
DLP,2011-04-25 11:55,-89.5472,29.1214,0.00,77.00,73.40,88.67,140.00,7.00,null,29.94,null,6.00,null,CLR,   ,   ,   ,null,null,null,null,BR,null,null,null,null,null,null,78.57,KDLP 251155Z AUTO 14007KT 6SM BR CLR 25/23 A2994 RMK A01,null
MYT,2011-04-25 11:55,-89.6150,28.2206,0.00,77.00,73.40,88.67,170.00,12.00,null,29.93,null,1.75,null,BKN,BKN,   ,   ,2200.00,2800.00,null,null,HZ,null,null,null,null,null,null,78.57,KMYT 251155Z AUTO 17012KT 1 3/4SM HZ BKN022 BKN028 25/23 A2993 RMK A01,null
HSA,2011-04-25 11:55,-89.4546,30.3678,7.00,68.00,null,null,null,null,null,29.97,null,7.00,null,SCT,SCT,   ,   ,1700.00,2200.00,null,null,null,null,null,null,null,null,null,null,KHSA 251155Z 00000KT 7SM SCT017 SCT022 20/ A2997,null
PIB,2011-04-25 11:55,-89.3371,31.4671,91.00,71.60,64.40,78.04,150.00,5.00,null,30.00,null,7.00,null,BKN,OVC,   ,   ,1300.00,1900.00,null,null,null,null,null,null,null,null,null,71.60,KPIB 251155Z AUTO 15005KT 7SM BKN013 OVC019 22/18 A3000 RMK AO1 10220 20220 52007,null
UOX,2011-04-25 11:55,-89.5368,34.3843,137.80,64.40,57.20,77.45,10.00,6.00,null,29.95,null,10.00,14.00,FEW,BKN,OVC,   ,1200.00,1900.00,3000.00,null,null,null,null,null,null,null,null,64.40,KUOX 251155Z AUTO 01006G14KT 10SM FEW012 BKN019 OVC030 18/14 A2995 RMK AO2 LTG DSNT NE,null
CBM,2011-04-25 11:55,-88.4438,33.6438,67.00,66.74,66.74,100.00,160.00,7.00,null,29.98,1015.30,5.00,null,SCT,BKN,   ,   ,1400.00,2000.00,null,null,BR,null,null,null,null,null,null,66.74,KCBM 251155Z 16007KT 5SM BR SCT014 BKN020 19/19 A2998 RMK AO2A SLP153 T01930193 10213 20176 51007 $,null
HEZ,2011-04-25 11:55,-91.2973,31.6137,83.00,71.60,66.20,83.09,140.00,7.00,null,29.93,null,8.00,null,FEW,   ,   ,   ,3800.00,null,null,null,null,null,null,null,null,null,null,71.60,KHEZ 251155Z AUTO 14007KT 8SM FEW038 22/19 A2993 RMK AO1 10220 20220 54000,null
NMM,2011-04-25 11:56,-88.5556,32.5521,97.00,67.00,64.00,90.46,null,null,null,30.00,1016.70,4.00,null,SCT,   ,   ,   ,700.00,null,null,null,BR,null,null,null,null,null,null,66.92,KNMM 251156Z 00000KT 4SM BR SCT007 19/18 A3000 RMK AO2 SLP167 T01940178 10217 20189 53006,null
MEI,2011-04-25 11:58,-88.7511,32.3347,94.00,64.00,64.00,100.00,null,null,null,30.00,1015.50,6.00,null,CLR,   ,   ,   ,null,null,null,null,BR,null,null,null,null,null,null,64.04,KMEI 251158Z 00000KT 6SM BR CLR 18/18 A3000 RMK AO2 SLP155 T01780178 10211 20178 53004,null
HBG,2011-04-25 12:12,-89.2529,31.2649,46.00,71.60,68.00,88.43,130.00,4.00,null,30.00,null,6.00,null,OVC,   ,   ,   ,400.00,null,null,null,BR,null,null,null,null,null,null,72.62,KHBG 251212Z AUTO 13004KT 6SM BR OVC004 22/20 A3000 RMK AO2 CIG 003V007 TSNO,null
CKM,2011-04-25 12:15,-90.5123,34.2997,52.70,64.40,62.60,93.88,110.00,4.00,null,29.90,null,10.00,null,OVC,   ,   ,   ,1900.00,null,null,null,null,null,null,null,null,null,null,64.40,KCKM 251215Z AUTO 11004KT 10SM OVC019 18/17 A2990 RMK AO1,null
MYT,2011-04-25 12:15,-89.6150,28.2206,0.00,77.00,73.40,88.67,170.00,11.00,null,29.93,null,1.50,null,BKN,BKN,   ,   ,1800.00,2500.00,null,null,HZ,null,null,null,null,null,null,78.57,KMYT 251215Z AUTO 17011KT 1 1/2SM HZ BKN018 BKN025 25/23 A2993 RMK A01,null
M16,2011-04-25 12:15,-90.4105,32.3045,75.30,71.60,68.00,88.43,140.00,3.00,null,29.96,null,5.00,null,SCT,SCT,   ,   ,2600.00,9500.00,null,null,BR,null,null,null,null,null,null,72.62,KM16 251215Z AUTO 14003KT 5SM BR SCT026 SCT095 22/20 A2996 RMK AO2,null
PIB,2011-04-25 12:15,-89.3371,31.4671,91.00,71.60,64.40,78.04,150.00,7.00,null,30.00,null,8.00,null,BKN,OVC,   ,   ,1400.00,1900.00,null,null,null,null,null,null,null,null,null,71.60,KPIB 251215Z AUTO 15007KT 8SM BKN014 OVC019 22/18 A3000 RMK AO1,null
UTA,2011-04-25 12:15,-90.3467,34.6811,59.00,62.60,62.60,100.00,150.00,8.00,null,29.90,null,10.00,null,SCT,BKN,BKN,   ,500.00,4900.00,6000.00,null,null,null,null,null,null,null,null,62.60,KUTA 251215Z AUTO 15008KT 10SM SCT005 BKN049 BKN060 17/17 A2990 RMK AO2,null
HEZ,2011-04-25 12:15,-91.2973,31.6137,83.00,71.60,66.20,83.09,140.00,6.00,null,29.93,null,8.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,71.60,KHEZ 251215Z AUTO 14006KT 8SM CLR 22/19 A2993 RMK AO1,null
UOX,2011-04-25 12:15,-89.5368,34.3843,137.80,64.40,59.00,82.62,30.00,4.00,null,29.94,null,10.00,null,OVC,   ,   ,   ,1600.00,null,null,null,null,null,null,null,null,null,null,64.40,KUOX 251215Z AUTO 03004KT 10SM OVC016 18/15 A2994 RMK AO2,null
1R7,2011-04-25 12:15,-90.4093,31.6058,149.00,71.60,69.80,94.06,170.00,7.00,null,29.99,null,5.00,null,OVC,   ,   ,   ,800.00,null,null,null,BR,null,null,null,null,null,null,72.88,K1R7 251215Z AUTO 17007KT 5SM BR OVC008 22/21 A2999 RMK AO2,null
JAN,2011-04-25 12:29,-90.0800,32.3200,101.00,71.60,68.00,88.43,160.00,6.00,null,29.96,null,10.00,null,SCT,BKN,   ,   ,2300.00,10000.00,null,null,null,null,null,null,null,null,null,72.62,KJAN 251229Z 16006KT 10SM SCT023 BKN100 22/20 A2996 RMK AO2,null
GTR,2011-04-25 12:30,-88.5914,33.4503,80.00,66.20,66.20,100.00,160.00,8.00,null,29.98,null,6.00,null,OVC,   ,   ,   ,900.00,null,null,null,BR,null,null,null,null,null,null,66.20,KGTR 251230Z AUTO 16008KT 6SM BR OVC009 19/19 A2998,null
UOX,2011-04-25 12:35,-89.5368,34.3843,137.80,64.40,59.00,82.62,330.00,3.00,0.01,29.96,null,4.00,null,FEW,OVC,   ,   ,100.00,1600.00,null,null,-RA,null,null,null,null,null,null,64.40,KUOX 251235Z AUTO 33003KT 4SM -RA FEW001 OVC016 18/15 A2996 RMK AO2 P0001,null
MIS,2011-04-25 12:35,-88.8420,29.2960,32.00,82.40,71.60,69.90,220.00,9.00,null,29.97,null,3.00,15.00,   ,   ,   ,   ,null,null,null,null,HZ,null,null,null,null,null,null,87.18,KMIS 251235Z AUTO 22009G15KT 3SM HZ 28/22 A2997 RMK A01,null
CBM,2011-04-25 12:35,-88.4438,33.6438,67.00,68.00,68.00,100.00,160.00,9.00,null,29.97,1014.90,5.00,null,BKN,OVC,   ,   ,1100.00,2000.00,null,null,BR,null,null,null,null,null,null,68.00,KCBM 251235Z 16009KT 5SM BR BKN011 OVC020 20/20 A2997 RMK A02A CIG 008V014 SLP149 $,null
CKM,2011-04-25 12:35,-90.5123,34.2997,52.70,64.40,62.60,93.88,110.00,5.00,null,29.89,null,10.00,null,OVC,   ,   ,   ,1700.00,null,null,null,null,null,null,null,null,null,null,64.40,KCKM 251235Z AUTO 11005KT 10SM OVC017 18/17 A2989 RMK AO1,null
PIB,2011-04-25 12:35,-89.3371,31.4671,91.00,71.60,64.40,78.04,140.00,7.00,null,30.00,null,7.00,null,OVC,   ,   ,   ,1000.00,null,null,null,null,null,null,null,null,null,null,71.60,KPIB 251235Z AUTO 14007KT 7SM OVC010 22/18 A3000 RMK AO1,null
DLP,2011-04-25 12:35,-89.5472,29.1214,0.00,77.00,73.40,88.67,150.00,7.00,null,29.95,null,6.00,null,CLR,   ,   ,   ,null,null,null,null,HZ,null,null,null,null,null,null,78.57,KDLP 251235Z AUTO 15007KT 6SM HZ CLR 25/23 A2995 RMK A01,null
MYT,2011-04-25 12:35,-89.6150,28.2206,0.00,77.00,73.40,88.67,170.00,11.00,null,29.93,null,1.75,16.00,SCT,BKN,   ,   ,1700.00,2600.00,null,null,HZ,null,null,null,null,null,null,78.57,KMYT 251235Z AUTO 17011G16KT 1 3/4SM HZ SCT017 BKN026 25/23 A2993 RMK A01,null
CRX,2011-04-25 12:35,-88.6035,34.9150,129.00,64.40,60.80,88.09,null,null,0.10,29.96,null,2.50,null,FEW,SCT,BKN,   ,300.00,1400.00,5000.00,null,RA,null,null,null,null,null,null,64.40,KCRX 251235Z AUTO 00000KT 2 1/2SM RA FEW003 SCT014 BKN050 18/16 A2996 RMK AO2 P0010,null
UTA,2011-04-25 12:35,-90.3467,34.6811,59.00,62.60,62.60,100.00,140.00,7.00,null,29.89,null,10.00,null,SCT,BKN,OVC,   ,3500.00,4200.00,5000.00,null,null,null,null,null,null,null,null,62.60,KUTA 251235Z AUTO 14007KT 10SM SCT035 BKN042 OVC050 17/17 A2989 RMK AO2 LTG DSNT E,null
HEZ,2011-04-25 12:35,-91.2973,31.6137,83.00,71.60,66.20,83.09,140.00,9.00,null,29.92,null,9.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,71.60,KHEZ 251235Z AUTO 14009KT 9SM CLR 22/19 A2992 RMK AO1,null
M16,2011-04-25 12:35,-90.4105,32.3045,75.30,71.60,68.00,88.43,140.00,4.00,null,29.95,null,7.00,null,FEW,SCT,   ,   ,2600.00,9500.00,null,null,null,null,null,null,null,null,null,72.62,KM16 251235Z AUTO 14004KT 7SM FEW026 SCT095 22/20 A2995 RMK AO2,null
1R7,2011-04-25 12:35,-90.4093,31.6058,149.00,71.60,69.80,94.06,160.00,5.00,null,29.98,null,4.00,null,OVC,   ,   ,   ,800.00,null,null,null,BR,null,null,null,null,null,null,72.88,K1R7 251235Z AUTO 16005KT 4SM BR OVC008 22/21 A2998 RMK AO2,null
CBM,2011-04-25 12:40,-88.4438,33.6438,67.00,68.00,68.00,100.00,160.00,10.00,null,29.96,1014.70,10.00,null,BKN,OVC,   ,   ,1000.00,1400.00,null,null,null,null,null,null,null,null,null,68.00,KCBM 251240Z AUTO 16010KT 10SM BKN010 OVC014 20/20 A2996 RMK AO2 SLP147 $,null
BIX,2011-04-25 12:45,-88.9244,30.4104,10.00,77.00,71.60,83.44,150.00,8.00,null,29.99,1015.60,10.00,null,SCT,BKN,   ,   ,1400.00,2500.00,null,null,null,null,null,null,null,null,null,78.32,KBIX 251245Z AUTO 15008KT 10SM SCT014 BKN025 25/22 A2999 RMK AO2 CIG 019V028 BKN V SCT SLP156,null
OLV,2011-04-25 12:50,-89.7869,34.9787,122.50,60.80,60.80,100.00,170.00,5.00,null,29.91,null,10.00,null,SCT,OVC,   ,   ,300.00,9000.00,null,null,null,null,null,null,null,null,null,60.80,KOLV 251250Z 17005KT 10SM SCT003 OVC090 16/16 A2991,null
BIX,2011-04-25 12:50,-88.9244,30.4104,10.00,77.00,71.60,83.44,150.00,10.00,null,29.99,1015.70,10.00,null,BKN,BKN,   ,   ,1400.00,2600.00,null,null,null,null,null,null,null,null,null,78.32,KBIX 251250Z AUTO 15010KT 10SM BKN014 BKN026 25/22 A2999 RMK AO2 CIG 013V017 BKN014 V SCT SLP157,null
GWO,2011-04-25 12:53,-90.0847,33.4943,47.00,73.00,68.00,84.22,180.00,12.00,null,29.90,1012.20,7.00,null,FEW,   ,   ,   ,10000.00,null,null,null,null,null,null,null,null,null,null,73.04,KGWO 251253Z AUTO 18012KT 7SM FEW100 23/20 A2990 RMK AO2 SLP122 T02280200,null
HBG,2011-04-25 12:53,-89.2529,31.2649,46.00,72.00,69.00,90.66,140.00,7.00,null,29.99,1015.30,7.00,null,OVC,   ,   ,   ,400.00,null,null,null,null,null,null,null,null,null,null,73.12,KHBG 251253Z AUTO 14007KT 7SM OVC004 22/21 A2999 RMK AO2 SLP153 T02220206 TSNO,null
GLH,2011-04-25 12:53,-90.9856,33.4829,40.00,72.00,68.00,87.35,170.00,15.00,null,29.86,1011.50,9.00,19.00,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,72.96,KGLH 251253Z 17015G19KT 9SM CLR 22/20 A2986 RMK AO2 SLP115 T02220200,null
GPT,2011-04-25 12:53,-89.0701,30.4073,9.00,77.00,70.00,78.96,140.00,11.00,null,29.98,1015.20,10.00,null,FEW,SCT,   ,   ,1600.00,2600.00,null,null,null,null,null,null,null,null,null,78.11,KGPT 251253Z 14011KT 10SM FEW016 SCT026 25/21 A2998 RMK AO2 SLP152 T02500211,null
HKS,2011-04-25 12:53,-90.2225,32.3348,104.00,72.00,68.00,87.35,150.00,8.00,null,29.96,1013.60,8.00,null,SCT,BKN,   ,   ,1000.00,10000.00,null,null,null,null,null,null,null,null,null,72.96,KHKS 251253Z 15008KT 8SM SCT010 BKN100 22/20 A2996 RMK AO2 SLP136 T02220200,null
PQL,2011-04-25 12:53,-88.5319,30.4636,5.00,74.00,70.00,87.45,150.00,8.00,null,30.00,1015.90,10.00,null,FEW,   ,   ,   ,2300.00,null,null,null,null,null,null,null,null,null,null,75.14,KPQL 251253Z 15008KT 10SM FEW023 23/21 A3000 RMK AO2 SLP159 T02330211,null
MCB,2011-04-25 12:53,-90.4700,31.1800,126.00,70.00,70.00,100.00,150.00,4.00,null,29.96,1014.10,4.00,null,OVC,   ,   ,   ,400.00,null,null,null,BR,null,null,null,null,null,null,69.98,KMCB 251253Z AUTO 15004KT 4SM BR OVC004 21/21 A2996 RMK AO2 CIG 004V008 SLP141 T02110211,null
TUP,2011-04-25 12:53,-88.7711,34.2608,110.00,69.00,65.00,86.66,200.00,8.00,null,29.93,1013.30,7.00,null,BKN,   ,   ,   ,11000.00,null,null,null,null,null,null,null,null,null,null,69.08,KTUP 251253Z 20008KT 7SM BKN110 21/18 A2993 RMK AO2 SLP133 T02060183,null
JAN,2011-04-25 12:54,-90.0800,32.3200,101.00,73.00,69.00,87.41,160.00,9.00,null,29.96,1014.10,10.00,15.00,SCT,BKN,   ,   ,2300.00,10000.00,null,null,null,null,null,null,null,null,null,74.15,KJAN 251254Z 16009G15KT 10SM SCT023 BKN100 23/21 A2996 RMK AO2 SLP141 T02280206,null
CBM,2011-04-25 12:55,-88.4438,33.6438,67.00,69.26,67.46,94.00,160.00,12.00,null,29.96,1014.40,10.00,null,BKN,   ,   ,   ,1000.00,null,null,null,null,null,null,null,null,null,null,69.26,KCBM 251255Z AUTO 16012KT 10SM BKN010 21/20 A2996 RMK AO2 SLP144 T02070197 $,null
